排名,分类,书名,周点击,作者,更新时间,等级,链接,性质,总点击,月点击,周点击,总推荐,月推荐,周推荐,字数
2447,虚拟网游,网游之灭世修罗,350,毛绒公仔,2014-08-18 12:17, 作家等级：LV1 ,http://www.qidian.com/Book/3237433.aspx,公众作品,2864,2199,1267,35,35,35,68578
2448,奇幻修真,永恒之火,349,碧火寒,2014-08-11 12:25,No Level,http://www.qidian.com/Book/2992810.aspx,         VIP作品 ,41452,4297,987,3094,3094,3094,485545
2449,架空历史,隋末,349,木子蓝色,2013-05-01 16:17, 作家等级：LV3 ,http://www.qidian.com/Book/2196878.aspx,         VIP作品 ,1646398,2701,583,42253,42253,42253,3219306
2450,东方玄幻,诸葛孔明纵横异界,349,天丛,2014-08-20 22:21, 作家等级：LV3 ,http://www.qidian.com/Book/2392794.aspx,         VIP作品 ,1233292,10534,1950,27803,27803,27803,3716086
2451,架空历史,隋末,349,木子蓝色,2013-05-01 16:17, 作家等级：LV3 ,http://www.qidian.com/Book/2196878.aspx,         VIP作品 ,1646438,2741,623,42253,42253,42253,3219306
2452,东方玄幻,诸葛孔明纵横异界,349,天丛,2014-08-20 22:21, 作家等级：LV3 ,http://www.qidian.com/Book/2392794.aspx,         VIP作品 ,1233292,10534,1950,27803,27803,27803,3716086
2453,娱乐明星,韩娱之寻梦人生,349,十六夜红月,2014-08-19 11:35,No Level,http://www.qidian.com/Book/3213929.aspx,公众作品,10103,7695,1577,427,427,427,106630
2454,动漫同人,综漫之神剑天姬,349,墨云暮雨,2014-08-20 21:35,No Level,http://www.qidian.com/Book/3114266.aspx,公众作品,15319,4511,597,128,128,128,260097
2455,东方玄幻,神墓中走出的强者,349,开火,2014-08-20 23:48,No Level,http://www.qidian.com/Book/3167885.aspx,         VIP作品 ,153333,9567,727,6936,6936,6936,538367
2456,奇幻修真,纯阳剑仙,349,地球不好玩,2014-08-20 23:19,No Level,http://www.qidian.com/Book/3204181.aspx,         VIP作品 ,72890,16750,783,2520,2520,2520,414440
2457,异术超能,贩罪,348,三天两觉,2013-01-31 19:41, 作家等级：LV4 ,http://www.qidian.com/Book/2173910.aspx,         VIP作品 ,609720,3927,597,56722,56722,56722,1108497
2458,动漫同人,综漫之帝血剑,348,寂寞燃灰,2014-08-20 21:27,No Level,http://www.qidian.com/Book/3084779.aspx,公众作品,28127,2885,593,52,52,52,353977
2459,古典仙侠,儒圣,348,信陵,2014-07-31 00:05,No Level,http://www.qidian.com/Book/3214611.aspx,公众作品,48036,7675,495,1142,1142,1142,100257
2460,动漫同人,我的梦想之旅,347,软痕痕,2014-08-17 23:27,No Level,http://www.qidian.com/Book/1838080.aspx,公众作品,794913,1804,463,14944,14944,14944,909654
2461,商战风云,重生之钢铁大亨,347,更俗,2014-07-15 14:03,No Level,http://www.qidian.com/Book/3198810.aspx,         VIP作品 ,54940,7693,1091,715,715,715,3680073
2462,清史民国,重生之我是慈禧,347,因顾惜朝,2014-08-19 21:13,No Level,http://www.qidian.com/Book/3055588.aspx,         VIP作品 ,109910,5536,597,10395,10395,10395,710072
2463,娱乐明星,韩娱大天使,347,铸就全天使,2014-08-20 02:43,No Level,http://www.qidian.com/Book/3243948.aspx,公众作品,3627,2749,433,13,13,13,97705
2464,传统武侠,剑雪蝶舞,347,hongxueli,2014-08-20 21:31, 作家等级：LV1 ,http://www.qidian.com/Book/2893883.aspx,         VIP作品 ,59814,3743,1053,1663,1663,1663,2013476
2465,现代修真,财神到,347,黑土冒青烟,2014-08-17 20:03, 作家等级：LV4 ,http://www.qidian.com/Book/3068048.aspx,         VIP作品 ,1536637,5011,740,81212,81212,81212,1334908
2466,异术超能,大神医,346,落地为仙,2014-01-10 23:24, 作家等级：LV2 ,http://www.qidian.com/Book/2090687.aspx,         VIP作品 ,3541295,6622,1104,73193,73193,73193,2459909
2467,秦汉三国,重生关云长,346,白氏传奇,2014-08-20 11:32, 作家等级：LV1 ,http://www.qidian.com/Book/2586945.aspx,         VIP作品 ,505437,9688,1769,4359,4359,4359,928491
2468,游戏异界,异界的瓦洛兰,346,拍手的爪子,2014-08-20 00:03,No Level,http://www.qidian.com/Book/2982696.aspx,公众作品,91815,2272,330,3115,3115,3115,820074
2469,动漫同人,游戏王之天星月,346,暗影残曦,2014-08-19 19:13,No Level,http://www.qidian.com/Book/3245280.aspx,公众作品,2656,2256,1004,42,42,42,84806
2470,时空穿梭,无限升级契约流,346,开心小帅,2014-05-09 11:58, 作家等级：LV2 ,http://www.qidian.com/Book/2182561.aspx,         VIP作品 ,2402312,8150,1355,130111,130111,130111,3216297
2471,校园异能,很纯很暧昧,345,鱼人二代,2014-03-18 13:43, 作家等级：LV7 ,http://www.qidian.com/Book/1042235.aspx,         VIP作品 ,19720577,42627,6585,1035495,1035495,1035495,6814814
2472,西方奇幻,大暗黑世界,345,乐生,2014-08-20 16:53,No Level,http://www.qidian.com/Book/3186030.aspx,公众作品,8358,4262,721,380,380,380,332189
2473,娱乐明星,         台湾娱乐1971 ,345,得闲读书,2013-08-15 14:34,No Level,http://www.qidian.com/Book/2074146.aspx,         VIP作品 ,3241184,3478,483,166414,166414,166414,2947495
2474,虚拟网游,大三国志之群雄割据,345,南诏逍遥,2014-08-20 13:20,No Level,http://www.qidian.com/Book/3217533.aspx,公众作品,24932,12042,531,413,413,413,259696
2475,时空穿梭,电影战场,344,麦片加盐,2014-08-17 19:55,No Level,http://www.qidian.com/Book/3062114.aspx,公众作品,53730,5760,674,493,493,493,327654
2476,末世危机,末世竞技场,344,妄想的西瓜,2014-05-27 11:31, 作家等级：LV2 ,http://www.qidian.com/Book/2780286.aspx,         VIP作品 ,1232180,5344,904,41980,41980,41980,1840687
2477,超级科技,星际农场主,344,虎躯巨震,2013-03-05 10:17, 作家等级：LV3 ,http://www.qidian.com/Book/2116205.aspx,         VIP作品 ,2213542,3655,622,39530,39530,39530,3900636
2478,动漫同人,宅男的世界,343,末羽,2013-06-22 18:22, 作家等级：LV3 ,http://www.qidian.com/Book/1555904.aspx,公众作品,5096062,14192,2112,203140,203140,203140,1590206
2479,异术超能,都市透视眼,343,红肠发菜,2012-03-25 22:43, 作家等级：LV3 ,http://www.qidian.com/Book/1878856.aspx,         VIP作品 ,4926568,13682,2295,93148,93148,93148,2013209
2480,时空穿梭,无限之偏执狂,342,呆浩,2014-08-20 20:49,No Level,http://www.qidian.com/Book/3216723.aspx,公众作品,3893,2157,340,176,176,176,184295
2481,异术超能,修真术士,342,木庄,2014-08-20 12:34,No Level,http://www.qidian.com/Book/3170219.aspx,         VIP作品 ,22477,6228,768,140,140,140,421821
2482,都市生活,         功夫神医(书坊) ,342, 步行天下(书坊) ,2014-08-13 15:50,No Level,http://www.qidian.com/Book/3192918.aspx,         VIP作品 ,23592,4365,792,28,28,28,275993
2483,异术超能,混沌至尊太子,341,游子思归,2014-08-20 23:26, 作家等级：LV1 ,http://www.qidian.com/Book/2585510.aspx,         VIP作品 ,437025,5728,933,8993,8993,8993,873117
2484,游戏异界,英雄命运,341,圆圆的熊,2014-06-13 15:55, 作家等级：LV2 ,http://www.qidian.com/Book/2039288.aspx,         VIP作品 ,1468216,4892,728,100052,100052,100052,5345535
2485,电子竞技,流氓高手,341,无罪,2012-08-23 11:11,No Level,http://www.qidian.com/Book/77374.aspx,         VIP作品 ,14325699,14103,2316,1128647,1128647,1128647,1193745
2486,异术超能,贴身家教,341,陆尘,2014-08-20 20:34,No Level,http://www.qidian.com/Book/3266362.aspx,公众作品,192,192,177,24,24,24,19030
2487,都市生活,超级强兵,341,九月阳光,2012-10-24 11:25,No Level,http://www.qidian.com/Book/2166935.aspx,         VIP作品 ,6863647,9726,1626,99857,99857,99857,2313072
2488,架空历史,带着鬼姬闯战国,340,土依水中,2014-08-20 13:26, 作家等级：LV1 ,http://www.qidian.com/Book/2708825.aspx,         VIP作品 ,115589,2504,538,11898,11898,11898,2133501
2489,动漫同人,海贼王之反派,340,软妹的黄瓜,2014-08-20 21:49,No Level,http://www.qidian.com/Book/2276608.aspx,公众作品,23235,3689,840,649,649,649,193888
2490,异术超能,灵界征伐录,340,纳尔逊勋爵,2014-08-20 19:35, 作家等级：LV1 ,http://www.qidian.com/Book/3236262.aspx,公众作品,2357,1079,89,872,872,872,108614
2491,奇幻修真,剑佛,340,终归谎言,2014-08-20 17:13, 作家等级：LV1 ,http://www.qidian.com/Book/3059143.aspx,         VIP作品 ,241399,6789,1479,15145,15145,15145,1314800
2492,奇幻修真,星峰传说,339,我吃西红柿,2006-12-25 10:53, 作家等级：LV7 ,http://www.qidian.com/Book/44173.aspx,         VIP作品 ,9964266,3626,620,374683,374683,374683,1565024
2493,虚拟网游,醉笑一梦江湖,339,东方好仁,2014-08-20 22:35,No Level,http://www.qidian.com/Book/2975760.aspx,公众作品,36343,22083,3332,2813,2813,2813,255966
2494,清史民国,太平血,339,不开心的橘子,2014-08-20 11:25, 作家等级：LV1 ,http://www.qidian.com/Book/2566336.aspx,         VIP作品 ,272718,5838,574,27495,27495,27495,1659650
2495,时空穿梭,空间神王,339,云中龙族,2014-08-20 22:12,No Level,http://www.qidian.com/Book/3137302.aspx,公众作品,14095,3485,605,358,358,358,66212
2496,末世危机,血虐,339,世纪路人,2014-08-20 17:22,No Level,http://www.qidian.com/Book/3259557.aspx,公众作品,1052,1052,412,792,792,792,46540
2497,悬疑探险,         死亡名单(书坊) ,338, 饕餮居士(书坊) ,2014-08-21 00:08,No Level,http://www.qidian.com/Book/3149696.aspx,         VIP作品 ,13240,3152,646,329,329,329,1604809
2498,异术超能,超级环境改造仪,338,九命韧猫,2014-08-13 19:41, 作家等级：LV1 ,http://www.qidian.com/Book/2374169.aspx,         VIP作品 ,799634,8165,1124,15713,15713,15713,946347
2499,奇幻修真,九鼎神皇,338, 池边人(书坊) ,2014-08-20 21:08,No Level,http://www.qidian.com/Book/3149716.aspx,         VIP作品 ,41014,6864,1199,201,201,201,3056131
2500,异界征战,灵武逆天,337,玄戈,2014-08-20 20:06, 作家等级：LV1 ,http://www.qidian.com/Book/2323285.aspx,         VIP作品 ,175063,8269,731,26309,26309,26309,1918272
2501,奇幻修真,九鼎神皇,338, 池边人(书坊) ,2014-08-20 21:08,No Level,http://www.qidian.com/Book/3149716.aspx,         VIP作品 ,41014,6864,1199,201,201,201,3056131
2502,异界征战,灵武逆天,337,玄戈,2014-08-20 20:06, 作家等级：LV1 ,http://www.qidian.com/Book/2323285.aspx,         VIP作品 ,175063,8269,731,26309,26309,26309,1918272
2503,两晋隋唐,大唐天下,337,殷扬,2014-07-10 15:59, 作家等级：LV3 ,http://www.qidian.com/Book/2374611.aspx,         VIP作品 ,1149015,4958,996,24323,24323,24323,1098275
2504,传统武侠,魔乱武侠,336,陌煜,2014-08-20 23:14,No Level,http://www.qidian.com/Book/3245952.aspx,公众作品,2328,2255,815,46,46,46,66573
2505,都市生活,终极教师,336,柳下挥,2014-08-20 14:13,No Level,http://www.qidian.com/Book/3193087.aspx,         VIP作品 ,10501,3168,679,251,251,251,901209
2506,虚拟网游,我的老板是系统,336,低调的夜,2014-08-20 23:37, 作家等级：LV1 ,http://www.qidian.com/Book/3103071.aspx,         VIP作品 ,145922,6424,414,6852,6852,6852,948965
2507,动漫同人,某学园都市的爆炸魔,336,水开了,2014-08-16 16:42,No Level,http://www.qidian.com/Book/2934711.aspx,公众作品,149751,2314,251,7829,7829,7829,151461
2508,乡土小说,城市新农民,336, 天道1983 ,2012-08-30 10:22, 作家等级：LV3 ,http://www.qidian.com/Book/1448921.aspx,         VIP作品 ,3256119,3786,602,107775,107775,107775,1860948
2509,两晋隋唐,大唐绿帽王,336,少穿的内裤,2014-07-04 09:47, 作家等级：LV2 ,http://www.qidian.com/Book/2620326.aspx,         VIP作品 ,1020307,8445,1228,21643,21643,21643,4106414
2510,异界大陆,英灵系统,335,莫乱与,2014-08-20 20:58,No Level,http://www.qidian.com/Book/3220553.aspx,公众作品,19880,13643,547,521,521,521,195918
2511,东方玄幻,剑逆苍穹,335, EK巧克力 ,2014-01-22 21:11, 作家等级：LV5 ,http://www.qidian.com/Book/2371777.aspx,         VIP作品 ,5816049,21371,1873,266422,266422,266422,3560114
2512,影视同人,假面的怪人,335, NOAH方舟守护者 ,2014-08-19 16:53,No Level,http://www.qidian.com/Book/3034740.aspx,公众作品,44010,3377,459,1562,1562,1562,462690
2513,小说同人,神九之篡神守护小囡囡,335,蚕思,2014-08-20 09:01,No Level,http://www.qidian.com/Book/2930721.aspx,公众作品,178286,5575,1070,1777,1777,1777,2211336
2514,异术超能,超神觉醒,334,明镜上的尘埃,2014-08-20 23:50,No Level,http://www.qidian.com/Book/3175456.aspx,公众作品,9121,2700,502,494,494,494,536126
2515,东方玄幻,         道(书坊) ,334, 食堂包子(书坊) ,2014-04-15 00:05,No Level,http://www.qidian.com/Book/3149276.aspx,         VIP作品 ,95213,9196,843,393,393,393,5994030
2516,古典仙侠,超级战神,334,金牌人生,2014-08-20 23:28, 作家等级：LV2 ,http://www.qidian.com/Book/3032317.aspx,         VIP作品 ,116871,3915,721,1190,1190,1190,1045688
2517,武侠同人,武侠之童养婿,333,封印悔,2014-08-20 07:51,No Level,http://www.qidian.com/Book/3265534.aspx,公众作品,1427,1427,741,44,44,44,55852
2518,架空历史,时空掌控者的悠闲生活,333,tianaa,2014-08-20 22:49,No Level,http://www.qidian.com/Book/3237563.aspx,公众作品,5960,5300,294,269,269,269,82736
2519,古典仙侠,无上妖君,333,听风画秋雨,2014-08-20 20:03, 作家等级：LV2 ,http://www.qidian.com/Book/2876242.aspx,         VIP作品 ,741379,11807,1607,14957,14957,14957,2464082
2520,动漫同人,东方平安京,333,天姥岚,2014-08-19 17:24,No Level,http://www.qidian.com/Book/2836540.aspx,公众作品,13603,711,250,3915,3915,3915,110523
2521,未来世界,破灭时空,332,任怨,2011-09-14 10:25, 作家等级：LV4 ,http://www.qidian.com/Book/1103464.aspx,         VIP作品 ,11919539,23140,361,721265,721265,721265,1978746
2522,现代修真,吞灵神体,332,地瓜炖红薯,2014-08-20 20:41,No Level,http://www.qidian.com/Book/2890904.aspx,         VIP作品 ,122884,6211,1041,11279,11279,11279,1416571
2523,时空穿梭,绿箭屠杀漫威世界,332,一藤诚,2014-08-20 16:13,No Level,http://www.qidian.com/Book/3269136.aspx,公众作品,651,651,651,1,1,1,10710
2524,东方玄幻,武道圣尊,332,天界小兵,2014-08-20 20:21,No Level,http://www.qidian.com/Book/3154719.aspx,         VIP作品 ,63671,6271,1355,7389,7389,7389,679166
2525,异术超能,天逆,331,耳根,2012-03-30 12:09, 作家等级：LV7 ,http://www.qidian.com/Book/1243117.aspx,         VIP作品 ,1090575,3427,629,8246,8246,8246,760083
2526,东方玄幻,万剑破,331,六牙白象,2014-08-18 17:23,No Level,http://www.qidian.com/Book/2711596.aspx,公众作品,795842,59530,2770,23609,23609,23609,935315
2527,动漫同人,将我的节操作为祭品献上,331, 才不是H萝莉 ,2014-06-29 21:24, 作家等级：LV1 ,http://www.qidian.com/Book/2580170.aspx,公众作品,667208,4297,447,42498,42498,42498,308434
2528,体育竞技,棒球少年,330,人胖自知,2014-08-20 22:36,No Level,http://www.qidian.com/Book/3244974.aspx,公众作品,1492,1305,312,186,186,186,92938
2529,时空穿梭,时空掠夺者,330,夜南星,2014-06-02 20:23, 作家等级：LV2 ,http://www.qidian.com/Book/1956838.aspx,         VIP作品 ,2361262,8932,1343,68886,68886,68886,4574133
2530,东方玄幻,七曜,329,天使奥斯卡,2014-06-02 21:56, 作家等级：LV6 ,http://www.qidian.com/Book/3063219.aspx,         VIP作品 ,409478,2602,449,69146,69146,69146,761963
2531,异术超能,失败人生,329,再次等候,2014-08-20 09:09, 作家等级：LV1 ,http://www.qidian.com/Book/3259142.aspx,公众作品,624,624,144,323,323,323,39552
2532,时空穿梭,无限之武破万法,329,武天穹,2014-08-20 11:10,No Level,http://www.qidian.com/Book/3230296.aspx,公众作品,12987,7332,684,190,190,190,201000
2533,时空穿梭,穿越拉布世界之高达军团,328,WBOB11000,2014-08-19 14:16,No Level,http://www.qidian.com/Book/2460349.aspx,公众作品,48602,1441,297,1615,1615,1615,440532
2534,动漫同人,云之轨迹,328,爽朗的九天,2014-08-20 20:21,No Level,http://www.qidian.com/Book/3039888.aspx,公众作品,17344,1370,264,773,773,773,277074
2535,时空穿梭,梦魇都市,328,九尾的黑猫,2014-08-19 10:51, 作家等级：LV1 ,http://www.qidian.com/Book/2493728.aspx,         VIP作品 ,413897,3364,810,10697,10697,10697,1581013
2536,小说同人,何为无限同人,328,知心保安,2014-08-20 12:19,No Level,http://www.qidian.com/Book/3203853.aspx,公众作品,5242,1096,556,122,122,122,130531
2537,秦汉三国,红警大军闯三国,328,张紫星,2014-08-18 11:43,No Level,http://www.qidian.com/Book/3241125.aspx,公众作品,5249,4072,795,38,38,38,173328
2538,都市生活,重活,328,布老虎吃人,2011-03-28 00:48, 作家等级：LV2 ,http://www.qidian.com/Book/1032776.aspx,         VIP作品 ,10988381,4794,823,739079,739079,739079,1792667
2539,架空历史,新宋,327,阿越,2008-03-18 11:46,No Level,http://www.qidian.com/Book/9300.aspx,,,,,,,,
2540,都市生活,冒牌穿越者,327,我要回火星,2014-08-20 19:19, 作家等级：LV2 ,http://www.qidian.com/Book/2543948.aspx,         VIP作品 ,793559,4740,815,30048,30048,30048,5486220
2541,古典仙侠,聊斋游记,326, BUFF全开 ,2014-08-06 15:19,No Level,http://www.qidian.com/Book/3136655.aspx,         VIP作品 ,345736,5517,696,22127,22127,22127,688954
2542,东方玄幻,雷魂志,326,刘争阳,2014-08-20 23:50,No Level,http://www.qidian.com/Book/3169323.aspx,公众作品,12544,5551,3672,462,462,462,285102
2543,乡土小说,黄金牧场,326,卖萌无敌小小宝,2014-06-07 10:43,No Level,http://www.qidian.com/Book/3034224.aspx,         VIP作品 ,741547,4338,589,65861,65861,65861,441046
2544,动漫同人,轮舞命运之刻,325,惘然居士,2014-08-17 11:29,No Level,http://www.qidian.com/Book/2574608.aspx,公众作品,181599,4379,517,17849,17849,17849,1869950
2545,娱乐明星,韩娱霸者,325,允木果,2014-08-20 22:08, 作家等级：LV1 ,http://www.qidian.com/Book/2851553.aspx,         VIP作品 ,372793,3517,536,16969,16969,16969,1208791
2546,异界大陆,异界神棍局,325,安吉丽娜毛毛,2014-08-20 18:07,No Level,http://www.qidian.com/Book/3243260.aspx,公众作品,1806,1756,1266,3,3,3,73827
2547,东方玄幻,天下经纶,324,衣冠似雪,2014-08-18 12:57, 作家等级：LV1 ,http://www.qidian.com/Book/2042553.aspx,         VIP作品 ,3289435,6109,963,73554,73554,73554,985519
2548,游戏异界,无限武侠之武神,324, 天羽05 ,2014-08-19 11:35,No Level,http://www.qidian.com/Book/3229515.aspx,公众作品,14514,4911,524,217,217,217,279481
2549,末世危机,末世危机之我能升级,324,寒月破空,2013-08-02 14:01, 作家等级：LV2 ,http://www.qidian.com/Book/2111173.aspx,         VIP作品 ,1907716,8196,1389,22613,22613,22613,2266626
